2026-02-03 21:28:48 | WARN | api | Elevated error rate observed window_s=30 rate=7.1% (env=prod, region=ap-southeast-1, ip=145.59.38.113, request_id=6w80gc2tv433r4yd, trace_id=lh7b6c9sad9qsyk60mnh2lel, ua="curl/8.4.0")
2026-02-05 14:47:27 | WARN | api | Payment provider latency high (1620ms) (env=prod, region=eu-west-1, ip=213.178.158.176, request_id=3d8name1ubnx9vvy, trace_id=450f0ek2lzkrzornx3xoe0qx, ua="curl/8.4.0")
2026-02-05 14:48:10 | WARN | api | Disk usage above 80% disk=80% (env=dev, region=me-south-1, ip=231.101.110.214, request_id=k67klxww5u8utees, trace_id=oy0nliu9sqa5ziqjb9cv5o9s, ua="curl/8.4.0")
2026-02-05 14:50:26 | WARN | api | Disk usage above 80% disk=89% (env=prod, region=me-south-1, ip=191.232.156.176, request_id=p2klenreglk2uxrg, trace_id=lz0dh2fruyzlxk4rm8v10kl1, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 14:50:34 | WARN | api | Queue backlog growing size=6756 (env=staging, region=us-east-1, ip=14.72.217.249, request_id=f9j3w4kpdvcdlw5z, trace_id=rxxgdo4fvoivtc32q7cz3l82, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 14:51:43 | WARN | api | Circuit breaker half-open dependency=kms (env=staging, region=me-south-1, ip=243.73.162.98, request_id=s832g20tfi5c0ynb, trace_id=7rqrqpyy3fg9l6a1s5q1tngw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 14:53:51 | WARN | api | Rate limit nearing threshold remaining=10 (env=staging, region=eu-west-1, ip=121.11.95.202, request_id=yn2fpeos9djh14u1, trace_id=74omtd85cko15x7su0tunpfr, ua="PostmanRuntime/7.36.0")
2026-02-05 14:54:11 | WARN | api | Elevated error rate observed window_s=30 rate=5.5% (env=prod, region=ap-southeast-1, ip=213.157.96.218, request_id=gm2hm3ozrufjz1z0, trace_id=199u85b1gj4d2tt2n9ar5xzm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 14:56:31 | WARN | api | Retrying request to upstream service attempt=4 (env=dev, region=us-east-1, ip=80.17.127.219, request_id=fe60ipcmgwlpyc0m, trace_id=7nluf3ly1x6wg48np8fyyjt9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 14:58:51 | WARN | api | Rate limit nearing threshold remaining=9 (env=prod, region=ap-southeast-1, ip=58.147.125.54, request_id=4w42xbzx4soc3ykl, trace_id=2ge60fh9z9595mtwemx5mxnh, ua="PostmanRuntime/7.36.0")
2026-02-05 14:59:53 | WARN | api | Slow response detected (813ms) endpoint=/payments/refund (env=staging, region=eu-west-1, ip=21.193.177.60, request_id=ug9i682uipsbapip, trace_id=gesbrnyeqg3c8xsy6sfwdq9y, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:01:36 | WARN | api | High memory usage warning mem=60% (env=prod, region=us-east-1, ip=87.181.214.60, request_id=fd0dxzeqlfgo3tfh, trace_id=220my77574wql8lick79kcka, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:05:11 | WARN | api | Elevated error rate observed window_s=60 rate=10.2% (env=prod, region=ap-southeast-1, ip=5.167.88.215, request_id=vu5ay2jn9xwqcdlt, trace_id=i8gsz1ixtz5qntye2amhuhb7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:06:16 | WARN | api | Payment provider latency high (2081ms) (env=prod, region=me-south-1, ip=76.250.218.48, request_id=ipfvdmiremjuucts, trace_id=g4da97991ic1lt9tmmx4woaz, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:08:17 | WARN | api | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=95.202.143.213, request_id=9v1i9ujymz0xxwle, trace_id=4pu0lui8a40ha5qhs3r9moyn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 15:08:21 | WARN | api | Elevated error rate observed window_s=60 rate=11.9% (env=dev, region=me-south-1, ip=206.33.77.71, request_id=alwr6q1bny1f4ofa, trace_id=l7kyneq846tiwlkkd3vtqgs5, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:08:53 | WARN | api | Payment provider latency high (653ms) (env=prod, region=us-east-1, ip=146.44.8.150, request_id=rbewk5un95078cku, trace_id=kv5grucuelx4cykr0umgtsuz, ua="PostmanRuntime/7.36.0")
2026-02-05 15:20:43 | WARN | api | Slow response detected (891ms) endpoint=/logout (env=prod, region=me-south-1, ip=203.82.221.167, request_id=khmlmdkjxiqcvejh, trace_id=bz717yd7wgjxb4pscuwz32d7, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 15:23:40 | WARN | api | Queue backlog growing size=3068 (env=prod, region=me-south-1, ip=113.43.166.140, request_id=lvp9szsk3lghbiuo, trace_id=iqs151g6nqzwt2q01kvl767b, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 15:23:55 | WARN | api | Payment provider latency high (1248ms) (env=prod, region=eu-west-1, ip=1.173.22.121, request_id=jzi9ala2z00ufkk8, trace_id=6k2sszawcmjg3hsnqx2o78qw, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:26:56 | WARN | api | Circuit breaker half-open dependency=search-index (env=staging, region=ap-southeast-1, ip=35.205.162.215, request_id=leb4s95pqpmamezk, trace_id=awh6dvm8965x6b4m10qwau5y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 15:33:23 | WARN | api | Temporary network jitter detected rtt_ms=464 (env=prod, region=me-south-1, ip=75.183.130.201, request_id=cf5y0kq75ixuz4mp, trace_id=uv2wbvjxxjmoewgbene1eez9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 15:33:40 | WARN | api | Payment provider latency high (234ms) (env=prod, region=me-south-1, ip=135.198.126.31, request_id=abt6swxvvxovc31j, trace_id=jrx2r0pm6rszxrvmz3voy402, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 15:34:10 | WARN | api | High memory usage warning mem=64% (env=prod, region=us-east-1, ip=161.10.244.163, request_id=0sphr3a4h71pjqya, trace_id=zv4obcevt6hhcjh92e54kk0o, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 15:34:46 | WARN | api | Circuit breaker half-open dependency=postgres (env=prod, region=us-east-1, ip=239.139.79.161, request_id=55ixs4k2jwgxcf1j, trace_id=c45iplcqci7ic78u7tabs9kt, ua="curl/8.4.0")
2026-02-05 15:35:18 | WARN | api | Slow response detected (869ms) endpoint=/inventory/SKU23854 (env=staging, region=me-south-1, ip=24.100.45.183, request_id=yyj08xx5pwqjokia, trace_id=ko6d889wyfnfxombg9m3k0xx, ua="PostmanRuntime/7.36.0")
2026-02-05 15:38:40 | WARN | api | Disk usage above 80% disk=81% (env=prod, region=eu-west-1, ip=206.206.36.43, request_id=9q1m9nvjzosdrgb4, trace_id=zifi7r56fxhydqde3kr5idpg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 15:41:30 | WARN | api | Slow response detected (3316ms) endpoint=/admin/config (env=prod, region=us-east-1, ip=98.82.98.247, request_id=l1quny0d1g7p03n2, trace_id=307kdqr609xww6uf2vyf8tgk, ua="PostmanRuntime/7.36.0")
2026-02-05 15:44:55 | WARN | api | Circuit breaker half-open dependency=kms (env=dev, region=us-east-1, ip=165.169.55.232, request_id=ie2dovvbfw0pwq51, trace_id=skdzlcuejxo3e5dlon8ne9o2, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 15:46:01 | WARN | api | Elevated error rate observed window_s=120 rate=14.3% (env=prod, region=me-south-1, ip=13.188.63.169, request_id=hv1oxxs6xhf7vfrz, trace_id=2kjsxn6a24mahn9k09sw80t6, ua="curl/8.4.0")
2026-02-05 15:48:04 | WARN | api | Payment provider latency high (2215ms) (env=prod, region=ap-southeast-1, ip=215.89.132.73, request_id=m57c4fnoavzh6xhw, trace_id=2suueonkftgwm6bfa0u4h11u, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 15:50:26 | WARN | api | Elevated error rate observed window_s=120 rate=3.3% (env=dev, region=eu-west-1, ip=225.176.212.220, request_id=1khkrqaq5rzolrph, trace_id=dyfsh4qtlra7jj0kxhfpewp0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 15:53:16 | WARN | api | Retrying request to upstream service attempt=4 (env=prod, region=me-south-1, ip=189.9.113.149, request_id=pz9qmr4in4k16mkz, trace_id=674ra7ykltdqnpdhgcnrbg7l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 15:56:29 | WARN | api | Temporary network jitter detected rtt_ms=743 (env=prod, region=me-south-1, ip=156.245.2.157, request_id=3wbwslct9o64144p, trace_id=gioxnxxx8wxg2gase9ygcg43, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 15:58:29 | WARN | api | Payment provider latency high (2398ms) (env=prod, region=eu-west-1, ip=241.183.92.244, request_id=17q0104l7eood2qa, trace_id=i3rly1eldhglpxxwitrty3h9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:00:40 | WARN | api | Circuit breaker half-open dependency=cdn-edge (env=prod, region=ap-southeast-1, ip=23.251.201.81, request_id=m2mfb5xgtzf6lc01, trace_id=pke4vn7uiaqd7u32aylayvhv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 16:01:52 | WARN | api | Slow response detected (314ms) endpoint=/files/8810 (env=prod, region=us-east-1, ip=111.87.54.68, request_id=br0gdft11kp2kzpi, trace_id=nic5xngn9srt63v1b7ittgiy, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 16:04:40 | WARN | api | Elevated error rate observed window_s=30 rate=6.9% (env=staging, region=ap-southeast-1, ip=106.45.81.7, request_id=sqjjldnhdh6hh3ga, trace_id=b9hbxsyt4lwfvxegrpuna27c, ua="curl/8.4.0")
2026-02-05 16:12:11 | WARN | api | Temporary network jitter detected rtt_ms=677 (env=prod, region=us-east-1, ip=222.15.36.119, request_id=8ojo2c6kh4hdt3yh, trace_id=uf6ep2kaumcam2jycvvmmyim, ua="PostmanRuntime/7.36.0")
2026-02-05 16:16:32 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=164.230.223.131, request_id=1716vbyjzeyxx7gg, trace_id=6ah19o3jh9j1j5cahgr7glnj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:17:28 | WARN | api | Payment provider latency high (640ms) (env=prod, region=eu-west-1, ip=132.217.3.129, request_id=yg4jyljnez1pqode, trace_id=upvscjz9djaa6w396elrqoko, ua="curl/8.4.0")
2026-02-05 16:24:29 | WARN | api | Queue backlog growing size=8872 (env=prod, region=us-east-1, ip=52.222.198.7, request_id=2wi65vn4q29xlcx6, trace_id=cmq8arkqongt51k4ymqsyn45, ua="PostmanRuntime/7.36.0")
2026-02-05 16:24:35 | WARN | api | Retrying request to upstream service attempt=5 (env=staging, region=ap-southeast-1, ip=33.83.1.95, request_id=211bfeqf0gf2hook, trace_id=jxgidlitg0z36336zkxatoxh, ua="curl/8.4.0")
2026-02-05 16:27:42 | WARN | api | Queue backlog growing size=699 (env=prod, region=eu-west-1, ip=214.190.3.14, request_id=cggdi7nv0l6hkf7x, trace_id=pf8n1v5xscnogc95t2rkipoc, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 16:27:45 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=ap-southeast-1, ip=3.64.14.32, request_id=lnjq08ykqcf1baxs, trace_id=mo8iftttnhp0zzcfj82uz283, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 16:30:33 | WARN | api | Temporary network jitter detected rtt_ms=542 (env=prod, region=us-east-1, ip=223.216.42.106, request_id=h5se49gmm3cdo5jd, trace_id=oeckkxx81y92c2elqyajhqd8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 16:30:46 | WARN | api | Elevated error rate observed window_s=300 rate=5.4% (env=prod, region=us-east-1, ip=197.193.139.115, request_id=9x3zc808qr1fik1l, trace_id=nlsumgyzj17jlxgeco8ilxou, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:34:12 | WARN | api | Disk usage above 80% disk=87% (env=prod, region=eu-west-1, ip=84.187.34.41, request_id=koqgq6z2ebr1c2bo, trace_id=elyds5xfz6wcqetgki7x96jf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 16:35:09 | WARN | api | Payment provider latency high (3383ms) (env=prod, region=eu-west-1, ip=149.189.166.157, request_id=0krj8662mxfhsfv8, trace_id=eis8s6ajm6yay72p0gdx1yi0, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:35:38 | WARN | api | Rate limit nearing threshold remaining=50 (env=staging, region=me-south-1, ip=61.70.212.187, request_id=7bfkd9904al98h6j, trace_id=uxp70dy1vievx48oe5rzz6jx, ua="PostmanRuntime/7.36.0")
2026-02-05 16:36:40 | WARN | api | Temporary network jitter detected rtt_ms=290 (env=prod, region=ap-southeast-1, ip=51.54.183.199, request_id=jhhhdqyop5wl6wdq, trace_id=778p0goci9xjxo9h5kldvo7t, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:37:55 | WARN | api | Queue backlog growing size=5601 (env=prod, region=us-east-1, ip=169.190.30.169, request_id=ke9ffn4yaruz3z1w, trace_id=i55ukcctrf7fs0wn8xykiu4b, ua="curl/8.4.0")
2026-02-05 16:41:52 | WARN | api | Circuit breaker half-open dependency=postgres (env=staging, region=me-south-1, ip=25.111.227.140, request_id=bk6ppaqm00dj8doc, trace_id=uh45yt6xmnvkyxqzt7xxzh50, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 16:43:08 | WARN | api | Rate limit nearing threshold remaining=44 (env=prod, region=us-east-1, ip=250.149.147.21, request_id=ny15ranh8dz5h69v, trace_id=ku01x8nh4o56tvb0gv3y65jb, ua="PostmanRuntime/7.36.0")
2026-02-05 16:43:33 | WARN | api | Temporary network jitter detected rtt_ms=458 (env=dev, region=ap-southeast-1, ip=22.131.96.149, request_id=a6jzv2l2fps4fx0j, trace_id=xmbzlmkr55xu7t87zrubjt83, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 16:46:14 | WARN | api | Payment provider latency high (3111ms) (env=prod, region=us-east-1, ip=98.247.2.17, request_id=adth5ddj5ago1wh7, trace_id=afba2x2nj4fkufft4wbie7ru, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:46:15 | WARN | api | Slow response detected (2461ms) endpoint=/orders (env=prod, region=ap-southeast-1, ip=65.82.17.197, request_id=dmpuhtglf440xnk9, trace_id=ohmieoz7h7y4lzg6kprchmwi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:46:43 | WARN | api | Circuit breaker half-open dependency=kms (env=prod, region=eu-west-1, ip=151.248.134.74, request_id=tomlyojbng0ymze0, trace_id=fti5n136iqtkkr1dtjk394pq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:47:22 | WARN | api | Circuit breaker half-open dependency=cdn-edge (env=staging, region=eu-west-1, ip=54.20.136.45, request_id=be90c5bn29ap7hd0, trace_id=84xcwvg64h9yg0cfnqrr4g0f, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:47:55 | WARN | api | Temporary network jitter detected rtt_ms=606 (env=prod, region=me-south-1, ip=109.75.81.142, request_id=73u2dgf2i94lhte3, trace_id=ol1snqxlg0t2unaqj1w1qdt9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:48:15 | WARN | api | Payment provider latency high (509ms) (env=prod, region=eu-west-1, ip=198.98.98.167, request_id=z7xwk0r6uotikz0r, trace_id=4iqkxnnr1c737bhj8qh5p3pi, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:48:36 | WARN | api | Rate limit nearing threshold remaining=16 (env=staging, region=ap-southeast-1, ip=26.14.205.86, request_id=l233x736w41iw7ki, trace_id=e4lwaqkytono5ty5qch4f9tx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 16:49:14 | WARN | api | Elevated error rate observed window_s=300 rate=7.8% (env=prod, region=eu-west-1, ip=149.148.230.192, request_id=uefg1shobwc9apf2, trace_id=3idffh3zccrp7q23fbf5yxja, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:50:07 | WARN | api | High memory usage warning mem=66% (env=prod, region=me-south-1, ip=132.170.32.179, request_id=km40swfczwr7sq91, trace_id=nkr79bm30lvjyf4wockjgsz1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 16:51:10 | WARN | api | Retrying request to upstream service attempt=2 (env=prod, region=us-east-1, ip=157.185.193.22, request_id=pj8nx73b6igzbb2i, trace_id=84mjorepivpr04z8r8ckgz66, ua="PostmanRuntime/7.36.0")
2026-02-05 16:58:52 | WARN | api | Temporary network jitter detected rtt_ms=80 (env=prod, region=ap-southeast-1, ip=141.64.11.109, request_id=cyqdn5mojfypnjv0, trace_id=gkqkzc73ghonae6d7q69nioq, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 17:02:19 | WARN | api | Rate limit nearing threshold remaining=44 (env=dev, region=me-south-1, ip=239.67.191.245, request_id=f83c55plwpgh8zpz, trace_id=06da2p5xtt1bcepky0yul92u, ua="curl/8.4.0")
2026-02-05 17:03:37 | WARN | api | Payment provider latency high (2791ms) (env=prod, region=us-east-1, ip=55.51.145.65, request_id=hl7emj4comdg6evp, trace_id=lufoya3psjzsloiakkfpzbvm, ua="curl/8.4.0")
2026-02-05 17:04:14 | WARN | api | Circuit breaker half-open dependency=payments-api (env=prod, region=ap-southeast-1, ip=188.190.198.111, request_id=j9ao85pbsfnaxrlj, trace_id=q4fvw0tvd21byvcehzu1cptv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 17:04:49 | WARN | api | Circuit breaker half-open dependency=cdn-edge (env=dev, region=ap-southeast-1, ip=151.127.152.150, request_id=m5kp9z7nqlpsdbl2, trace_id=z0m7mo3cfplhxv1tu1xemq01, ua="PostmanRuntime/7.36.0")
2026-02-05 17:05:08 | WARN | api | Payment provider latency high (2837ms) (env=dev, region=us-east-1, ip=136.234.116.55, request_id=5bnao22qfhskjifd, trace_id=5dsmpssfjdd0geaundw2onry, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:06:28 | WARN | api | Slow response detected (2638ms) endpoint=/analytics/event (env=dev, region=me-south-1, ip=22.221.37.36, request_id=gtl4bcylgee6czdh, trace_id=ywsf1v2nkc6b5mp7kyyeqttq, ua="curl/8.4.0")
2026-02-05 17:10:12 | WARN | api | Payment provider latency high (361ms) (env=prod, region=eu-west-1, ip=90.212.30.214, request_id=5rc4pvyhyqq6qqf7, trace_id=v3xtzfvipjsglohkihqhf3qs, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 17:11:09 | WARN | api | Payment provider latency high (233ms) (env=dev, region=ap-southeast-1, ip=238.82.180.65, request_id=g3eba186xvxsabab, trace_id=xvb6unpy9kmgv623be6ub5q8, ua="PostmanRuntime/7.36.0")
2026-02-05 17:12:50 | WARN | api | Queue backlog growing size=7264 (env=dev, region=ap-southeast-1, ip=71.9.22.40, request_id=mt3xtmpxvu9ycw4d, trace_id=d29poixp9dz0mqn541obcbah, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 17:14:15 | WARN | api | High memory usage warning mem=88% (env=prod, region=eu-west-1, ip=1.96.186.235, request_id=lcxt4baao8th1xee, trace_id=l77k109ollsowmedalvk2kyu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:15:27 | WARN | api | Disk usage above 80% disk=96% (env=prod, region=eu-west-1, ip=136.207.212.105, request_id=tc67medue7367rww, trace_id=wla30h4fiqhkbrxel2r5epix, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 17:17:05 | WARN | api | Temporary network jitter detected rtt_ms=485 (env=prod, region=ap-southeast-1, ip=139.148.33.250, request_id=n7ws697lwtcacltx, trace_id=j64lgqwo34ys9msas6qlx5z0, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:18:01 | WARN | api | Temporary network jitter detected rtt_ms=743 (env=prod, region=us-east-1, ip=154.197.74.116, request_id=nbyncwm338zl8z1m, trace_id=1g7ftvz4wh44guol1nbscic1, ua="PostmanRuntime/7.36.0")
2026-02-05 17:18:17 | WARN | api | Circuit breaker half-open dependency=redis (env=staging, region=me-south-1, ip=237.242.184.80, request_id=fheecatv6h59629w, trace_id=1djv3x5kaohl4pd6m55at0x3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:18:45 | WARN | api | Payment provider latency high (2245ms) (env=dev, region=eu-west-1, ip=231.167.89.123, request_id=euhuzxfih4j435e7, trace_id=kd18sjgplobcitpzwcamsyee, ua="PostmanRuntime/7.36.0")
2026-02-05 17:19:22 | WARN | api | Payment provider latency high (3221ms) (env=dev, region=eu-west-1, ip=111.114.184.49, request_id=30yjha0wopfeily3, trace_id=6so63o8150k0wb7n9z6bqqyy, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:20:07 | WARN | api | Queue backlog growing size=1302 (env=prod, region=us-east-1, ip=65.7.106.228, request_id=27f6gumehxwn6qzm, trace_id=c3d8qud06fftwr1ed0npw0y9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-05 17:26:27 | WARN | api | Elevated error rate observed window_s=120 rate=3.3% (env=prod, region=eu-west-1, ip=50.60.242.10, request_id=mjqzxgovulyhoxot, trace_id=rxnj16110n64359720pvwvza, ua="curl/8.4.0")
2026-02-05 17:26:32 | WARN | api | Queue backlog growing size=6562 (env=prod, region=us-east-1, ip=75.209.85.206, request_id=k1erozn9gm9p9cek, trace_id=r3lndroaqs851i0pq26vuyyi, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 17:29:18 | WARN | api | Payment provider latency high (1281ms) (env=prod, region=eu-west-1, ip=212.219.239.190, request_id=8wm128lfv7z0yyo7, trace_id=lx8z9po32cpsu23hge74v4v5, ua="curl/8.4.0")
2026-02-05 17:29:27 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=eu-west-1, ip=26.25.80.241, request_id=4vomna11llyta2dj, trace_id=53y825fhwqyz6agx3g1xqyur, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 17:30:41 | WARN | api | Elevated error rate observed window_s=300 rate=12.5% (env=prod, region=me-south-1, ip=220.67.229.23, request_id=9dd9unfd79qwxs3a, trace_id=zhjorwzd14mlqtt11ohug3d0, ua="PostmanRuntime/7.36.0")
2026-02-05 17:31:36 | WARN | api | Retrying request to upstream service attempt=2 (env=dev, region=eu-west-1, ip=7.238.251.135, request_id=4a2pmrup01s53n3w, trace_id=ncdfn37jm1rypk5vczudlq82, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:32:32 | WARN | api | Disk usage above 80% disk=99% (env=prod, region=ap-southeast-1, ip=73.114.6.54, request_id=xb8d3rk2bwsvgk3h, trace_id=2dxxf546axfaz9he5d8xdrou, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 17:34:14 | WARN | api | Elevated error rate observed window_s=300 rate=11.4% (env=prod, region=eu-west-1, ip=12.57.194.86, request_id=nv11hbx4sg1504j0, trace_id=xz4p94x7s36naog7a5zazw7g, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:34:36 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=me-south-1, ip=72.32.170.100, request_id=f9q4ky3vmj9ehk8f, trace_id=s98hb094vxd5vdiuzn528wnm, ua="curl/8.4.0")
2026-02-05 17:36:08 | WARN | api | Queue backlog growing size=2009 (env=staging, region=us-east-1, ip=139.137.124.239, request_id=zo4zr4e5o3wroi4o, trace_id=og349f3hxcma9dcjbjls5rkb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:36:15 | WARN | api | Queue backlog growing size=8907 (env=staging, region=ap-southeast-1, ip=20.184.207.99, request_id=y8s4aymnfdmn5hsq, trace_id=dakdasr444p5hfpxg3vugpwo, ua="curl/8.4.0")
2026-02-05 17:37:05 | WARN | api | Queue backlog growing size=6247 (env=prod, region=ap-southeast-1, ip=173.247.114.223, request_id=y0g1zb3tztpx0was, trace_id=2oumbc4i0upeo0wvdaa1yaal, ua="curl/8.4.0")
2026-02-05 17:39:00 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=prod, region=ap-southeast-1, ip=65.180.214.205, request_id=yfwjzd8ufd71ym5s, trace_id=6l8s0obg8x3z4ak1lc05h1zu, ua="curl/8.4.0")
2026-02-05 17:39:39 | WARN | api | Retrying request to upstream service attempt=1 (env=prod, region=ap-southeast-1, ip=106.213.186.117, request_id=x8c63x4aqugnt7bi, trace_id=4ljqyamol2bkejlmv65ve5ub, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-05 17:40:35 | WARN | api | Disk usage above 80% disk=82% (env=staging, region=eu-west-1, ip=33.196.6.86, request_id=h7xp6lithmr9jjcf, trace_id=zaw7gr8xsn739szx0vlutfqt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-05 17:43:27 | WARN | api | Circuit breaker half-open dependency=email-smtp (env=staging, region=us-east-1, ip=81.91.15.134, request_id=yj5cftt3qn6l0z0n, trace_id=klts7nr4srd9npcy2oceb5qc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-05 17:44:21 | WARN | api | Retrying request to upstream service attempt=1 (env=dev, region=us-east-1, ip=55.248.166.251, request_id=pjrpxi7xwj08b2kq, trace_id=8rc83di722inoctgtcg4pxjd, ua="PostmanRuntime/7.36.0")
2026-02-05 17:44:33 | WARN | api | Slow response detected (466ms) endpoint=/users/8105/profile (env=prod, region=us-east-1, ip=193.115.99.196, request_id=03onvb39cnxkbwc4, trace_id=jwqkx18daq4te8tsdaqknz3h, ua="curl/8.4.0")
2026-02-05 17:44:57 | WARN | api | Disk usage above 80% disk=80% (env=staging, region=eu-west-1, ip=30.232.191.94, request_id=xsgb49soti454n2i, trace_id=b8mu75qwxhnp27m5ynbskhjn, ua="PostmanRuntime/7.36.0")
